gender,transgender,sexual_orientation,neurodivergent,birth_parent1,birth_parent2,birth_you,birth_you_age,autonomy_pressure,autonomy_express,autonomy_decide,autonomy_told,autonomy_myself,autonomy_choice,life_satisfaction,optimism_future,optimism_best,optimism_good,optimism_work,wellbeing_optimistic,wellbeing_useful,wellbeing_relaxed,wellbeing_problems,wellbeing_thinking,wellbeing_close,wellbeing_mind,esteem_satisfied,esteem_qualities,esteem_well,esteem_value,esteem_good,stress_control,stress_overcome,stress_confident,stress_way,appearance_happy,appearance_feel,negative_lonely,negative_unhappy,negative_like,negative_cry,negative_school,negative_worry,negative_sleep,negative_wake,negative_shy,negative_scared,lonely,support_ways,support_look,sleep,physical_days,physical_hours,free_like,media_hours,media_interact,media_browse,media_total,places_freq,places_barriers___1,places_barriers___2,places_barriers___3,places_barriers___4,places_barriers___5,places_barriers___6,places_barriers___7,places_barriers___8,places_barriers___9,school_belong,staff_interest,staff_believe,staff_best,staff_listen,staff_talk,staff_talk_listen,staff_talk_helpful,staff_talk_if,accept_staff,home_interest,home_believe,home_best,home_listen,home_talk,home_talk_listen,home_talk_helpful,home_talk_if,accept_home,home_happy,young_carer,care_experience,local_safe,local_support,local_trust,local_neighbours,local_places,discrim_race,discrim_gender,discrim_orientation,discrim_disability,discrim_faith,belong_local,accept_local,wealth,future_options,future_interest,future_support,climate,social_along,social_time,social_support,social_hard,bully_physical,bully_other,bully_cyber,peer_talk,peer_talk_listen,peer_talk_helpful,peer_talk_if,accept_peer,year_group,fsm,sen,ethnicity,english_additional,school,autonomy_score,life_satisfaction_score,optimism_score,wellbeing_score,esteem_score,stress_score,appearance_score,negative_score,lonely_score,support_score,sleep_score,physical_score,free_like_score,media_score,places_score,staff_talk_score,home_talk_score,peer_talk_score,talk_score,accept_score,school_belong_score,staff_relationship_score,home_relationship_score,home_happy_score,local_env_score,discrim_score,belong_local_score,wealth_score,future_score,climate_score,social_score,bully_score,gender_lab,transgender_lab,sexual_orientation_lab,neurodivergent_lab,birth_parent1_lab,birth_parent2_lab,birth_you_lab,birth_you_age_lab,autonomy_pressure_lab,autonomy_express_lab,autonomy_decide_lab,autonomy_told_lab,autonomy_myself_lab,autonomy_choice_lab,life_satisfaction_lab,optimism_future_lab,optimism_best_lab,optimism_good_lab,optimism_work_lab,wellbeing_optimistic_lab,wellbeing_useful_lab,wellbeing_relaxed_lab,wellbeing_problems_lab,wellbeing_thinking_lab,wellbeing_close_lab,wellbeing_mind_lab,esteem_satisfied_lab,esteem_qualities_lab,esteem_well_lab,esteem_value_lab,esteem_good_lab,stress_control_lab,stress_overcome_lab,stress_confident_lab,stress_way_lab,appearance_happy_lab,appearance_feel_lab,negative_lonely_lab,negative_unhappy_lab,negative_like_lab,negative_cry_lab,negative_school_lab,negative_worry_lab,negative_sleep_lab,negative_wake_lab,negative_shy_lab,negative_scared_lab,lonely_lab,support_ways_lab,support_look_lab,sleep_lab,physical_days_lab,physical_hours_lab,free_like_lab,media_hours_lab,places_freq_lab,places_barriers___1_lab,places_barriers___2_lab,places_barriers___3_lab,places_barriers___4_lab,places_barriers___5_lab,places_barriers___6_lab,places_barriers___7_lab,places_barriers___8_lab,places_barriers___9_lab,school_belong_lab,staff_interest_lab,staff_believe_lab,staff_best_lab,staff_listen_lab,staff_talk_lab,staff_talk_listen_lab,staff_talk_helpful_lab,staff_talk_if_lab,accept_staff_lab,home_interest_lab,home_believe_lab,home_best_lab,home_listen_lab,home_talk_lab,home_talk_listen_lab,home_talk_helpful_lab,home_talk_if_lab,accept_home_lab,home_happy_lab,young_carer_lab,care_experience_lab,local_safe_lab,local_support_lab,local_trust_lab,local_neighbours_lab,local_places_lab,discrim_race_lab,discrim_gender_lab,discrim_orientation_lab,discrim_disability_lab,discrim_faith_lab,belong_local_lab,accept_local_lab,wealth_lab,future_options_lab,future_interest_lab,future_support_lab,climate_lab,social_along_lab,social_time_lab,social_support_lab,social_hard_lab,bully_physical_lab,bully_other_lab,bully_cyber_lab,peer_talk_lab,peer_talk_listen_lab,peer_talk_helpful_lab,peer_talk_if_lab,accept_peer_lab,year_group_lab,fsm_lab,sen_lab,ethnicity_lab,english_additional_lab,school_lab
1,1,3,1,1,2,1,6,,3,3,5,3,,1,2,1,2,1,2,4,3,4,3,5,2,1,3,1,4,4,2,3,3,2,3,5,3,3,3,,1,1,3,3,3,1,5,,2,0,2,120,4,8,7,2,8,1,1,1,0,0,1,0,0,1,0,2,1,1,4,,,,,,4,1,2,4,1,1,3,2,,2,1,0,1,3,3,1,,5,2,2,5,,3,4,1,2,3,5,3,1,5,,4,5,1,4,1,1,2,2,,,,1,1,1,1,7,,1,6,23,12,8,3,,5,,0,240,2,1,1,,2.75,2.25,,,2,,8,1,,1,1,0,,1,,9,Girl,Yes,Heterosexual/straight,Yes,Yes,No,Yes,5 years old,,3,3,5 - Completely true,3,,1,Sometimes,Not at all like me,A little like me,Not at all like me,Rarely,Often,Some of the time,Often,Some of the time,All of the time,Rarely,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Almost Never,Sometimes,Sometimes,Almost Never,3,Prefer not to say,Always,Always,Always,,Never,Never,Always,Always,Always,Never,Never,,Agree,No,2 days,Around 2 hours or more,Not often,6 to 7 hours,None ,Yes,Yes,No,No,Yes,No,No,Yes,No,A little,1 - Never,1 - Never,4,,,,,,Fully,1 - Never,2,4,1 - Never,Yes,Mostly,Somewhat helpful,,Slightly,1,No,Yes,Fairly unsafe,Neither agree nor disagree,Strongly agree,,Strongly disagree,Some of the time,Some of the time,Never,,Occasionally,Strongly disagree,Not at all,Poorer,A lot,Unsure,Mostly,Often,A lot,,Quite a bit,A lot,Not at all,A few times a week,Not at all,Yes,Slightly,Somewhat helpful,,,,FSM,SEN,Ethnic minority,Yes,School G
3,4,1,1,3,1,2,2,3,2,2,2,1,5,1,5,1,1,5,3,3,1,5,2,2,1,1,1,,4,1,4,1,1,2,7,3,3,3,1,2,2,3,3,2,1,3,5,4,3,1,0,,2,4,1,9,7,2,0,1,0,1,0,1,0,1,1,5,2,2,1,4,,,,,2,3,5,4,5,0,,,4,1,0,0,1,4,5,4,2,3,4,3,4,5,5,2,2,3,4,4,2,4,2,5,1,4,1,4,3,0,,,3,2,8,1,0,2,,5,17,1,12,17,,6,7,7,5,3,1,,4,5,2,,4,3,,7,5,9,17,0,11,1,3,1,,4,12,7,Non-binary,I describe myself in another way,Bi/pansexual,Yes,I don't know,Yes,No,1 year old,3,2,2,2,1 - Completely not true,5 - Completely true,1,Always,Not at all like me,Not at all like me,Very much like me,Some of the time,Some of the time,None of the time,All of the time,Rarely,Rarely,None of the time,Strongly agree,Strongly agree,,Strongly disagree,Strongly agree,Fairly Often,Never,Never,Almost Never,7,Disagree,Always,Always,Never,Sometimes,Sometimes,Always,Always,Sometimes,Never,Always,Never,Strongly disagree,Disagree,Yes,0 days,,Often,2 to 3 hours,Limited,No,Yes,No,Yes,No,Yes,No,Yes,Yes,A lot,2,2,1 - Never,4,,,,,Slightly,3,5 - Always,4,5 - Always,No,,,Very comfortable,Not at all,0 - Very unhappy,No,Yes,Very unsafe,Strongly disagree,Disagree,Agree,Neither agree nor disagree,Hardly ever,Occasionally,Hardly ever,Never,Never,Agree,Slightly,About the same,Unsure,Very interested,Slightly,Never,A little,A lot,Not at all,Quite a bit,Not at all,A few times a week,4+ times in last 6 months,No,,,Comfortable,Slightly,Year 8,FSM,Non-SEN,White British,,School E
,2,2,3,1,3,2,14,4,5,2,1,5,1,10,3,5,2,3,3,1,1,,3,5,5,3,3,4,3,3,1,2,4,5,6,,3,3,1,1,1,1,3,3,3,1,2,2,1,0,2,60,1,8,,2,,3,0,1,0,0,1,1,1,0,0,2,3,2,2,4,1,4,2,,2,,2,2,1,0,,,4,2,,0,1,4,5,5,5,1,4,3,1,1,5,3,2,2,2,1,3,1,1,3,1,5,1,3,3,1,1,2,,2,8,1,1,2,,5,20,10,13,,9,14,6,10,2,7,0,120,5,1,3,3.25,4,1.75,9,8,2,11,,,9,1,2,0,6.5,1,10,8,,No,Gay/lesbian,Unsure,Yes,I don't know,No,13 years old,4,5 - Completely true,2,1 - Completely not true,5 - Completely true,1 - Completely not true,10 - completely,Often,Very much like me,A little like me,Somewhat like me,Some of the time,None of the time,None of the time,,Some of the time,All of the time,All of the time,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Never,Almost Never,Fairly Often,Very Often,6,,Always,Always,Never,Never,Never,Never,Always,Always,Always,Never,Some of the time,Agree,Strongly agree,No,2 days,Around 1 hour,Almost always,6 to 7 hours,Several,No,Yes,No,No,Yes,Yes,Yes,No,No,A little,3,2,2,4,Yes,Fully,Somewhat helpful,,Slightly,,2,2,1 - Never,No,,,Very comfortable,Slightly,,No,Yes,Very unsafe,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Hardly ever,Occasionally,Often or always,Often or always,Never,Disagree,Slightly,Poorer,Quite a few,Not interested,Mostly,Often,Not at all,Somewhat,Not at all,A lot,Not at all,4+ times in last 6 months,4+ times in last 6 months,Yes,Not at all,Somewhat helpful,,Slightly,Year 8,FSM,SEN,White British,,School E
6,4,3,3,1,1,2,16,1,2,5,3,4,5,7,5,4,5,2,5,5,1,5,1,,2,2,4,,1,3,4,5,5,5,6,4,1,,2,1,3,2,3,2,3,1,4,4,4,1,6,90,3,4,4,1,8,4,0,1,1,0,0,1,0,1,0,,3,2,5,2,1,2,2,,4,3,3,4,4,0,,,3,1,4,1,1,4,3,1,,5,1,4,4,1,4,4,2,1,4,5,3,2,5,5,1,2,3,1,2,1,4,3,,3,8,1,0,2,0,6,24,7,16,,,9,6,,4,2,1,540,3,5,4,2.25,3,4,9.25,10,,12,14,4,,1,1,0,,2,13,9,Prefer not to say,I describe myself in another way,Heterosexual/straight,Unsure,Yes,Yes,No,15 years old,1 - Completely not true,2,5 - Completely true,3,4,5 - Completely true,7,Always,Mostly like me,Very much like me,A little like me,All of the time,All of the time,None of the time,All of the time,None of the time,,Rarely,Agree,Strongly disagree,,Strongly agree,Disagree,Fairly Often,Very Often,Very Often,Very Often,6,Strongly disagree,Never,,Sometimes,Never,Always,Sometimes,Always,Sometimes,Always,Never,Hardly ever,Strongly disagree,Strongly disagree,Yes,6 days,Around 1.5 hours,Sometimes,2 to 3 hours,Lots,No,Yes,Yes,No,No,Yes,No,Yes,No,,3,2,5 - Always,2,Yes,Slightly,Somewhat helpful,,Fully,3,3,4,4,No,,,Comfortable,Not at all,4,Yes,Yes,Very unsafe,Neither agree nor disagree,Strongly agree,,Strongly disagree,Often or always,Hardly ever,Hardly ever,Often or always,Hardly ever,Strongly disagree,Slightly,Richer,Unsure,Unsure,Mostly,Sometimes,A lot,A lot,Not at all,A little,4+ times in last 6 months,Not at all,1-3 times in last 6 months,Yes,Fully,Very helpful,,Mostly,Year 8,FSM,Non-SEN,White British,No,School F
6,4,6,1,1,1,3,16,4,5,4,4,4,2,,1,5,3,2,2,3,1,1,4,1,2,3,4,3,3,,5,5,1,3,4,3,3,2,,1,2,2,3,3,2,3,3,1,3,1,3,60,1,6,8,2,6,4,1,1,0,1,0,0,1,1,0,5,4,2,4,4,1,4,3,,2,2,2,3,1,1,4,1,,4,,1,0,4,4,2,2,2,5,3,4,3,1,3,1,3,3,,1,2,3,2,5,2,1,1,2,,,,,4,8,0,0,2,0,6,19,,11,14,,2,4,,3,6,1,180,5,3,4,4,2.5,,,11,5,14,8,,15,1,2,1,,2,12,11,Prefer not to say,I describe myself in another way,Prefer not to say,Yes,Yes,Yes,I don't know,15 years old,4,5 - Completely true,4,4,4,2,,Almost never,Very much like me,Somewhat like me,A little like me,Rarely,Some of the time,None of the time,None of the time,Often,None of the time,Rarely,Disagree,Strongly disagree,Disagree,Disagree,,Very Often,Very Often,Never,Sometimes,4,Disagree,Always,Sometimes,,Never,Sometimes,Sometimes,Always,Always,Sometimes,Always,Occasionally,Strongly agree,Disagree,Yes,3 days,Around 1 hour,Almost always,4 to 5 hours,Lots,Yes,Yes,No,Yes,No,No,Yes,Yes,No,A lot,4,2,4,4,Yes,Fully,Very helpful,,Slightly,2,2,3,1 - Never,Yes,Fully,Not helpful,,Fully,,Yes,No,Very unsafe,Disagree,Agree,Agree,Agree,Never,Occasionally,Hardly ever,Occasionally,Often or always,Disagree,Not at all,About the same,A lot,,Not at all,Sometimes,Somewhat,A little,A lot,A little,Not at all,Not at all,1-3 times in last 6 months,,,,,Fully,Year 8,Non-FSM,Non-SEN,White British,No,School F
3,5,3,3,1,2,2,6,2,2,5,3,2,3,8,3,3,2,,1,2,3,3,4,4,2,4,,,4,4,3,3,2,,4,1,3,1,1,3,2,2,2,1,2,1,4,1,3,0,0,30,5,5,6,4,7,3,0,1,0,0,0,0,0,1,0,,3,1,5,5,0,,,3,2,1,3,4,2,1,3,1,,3,0,1,1,5,3,1,3,3,2,2,4,4,5,1,4,4,1,3,5,1,4,3,3,2,1,4,1,0,,,1,2,8,0,0,1,0,2,19,8,,19,,,4,12,4,6,0,0,1,4,3,3,2,1,6,11,,14,10,0,,1,4,,,1,12,9,Non-binary,Not sure,Heterosexual/straight,Unsure,Yes,No,No,5 years old,2,2,5 - Completely true,3,2,3,8,Often,Somewhat like me,A little like me,,None of the time,Rarely,Some of the time,Some of the time,Often,Often,Rarely,Strongly disagree,,,Strongly disagree,Strongly disagree,Sometimes,Sometimes,Almost Never,,4,Strongly agree,Always,Never,Never,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Hardly ever,Strongly agree,Disagree,No,0 days,Around 30 minutes,Almost never,3 to 4 hours,Several,No,Yes,No,No,No,No,No,Yes,No,,3,1 - Never,5 - Always,5 - Always,No,,,Comfortable,Slightly,1 - Never,3,4,2,Yes,Mostly,Not helpful,,Mostly,0 - Very unhappy,Yes,Yes,Don't know,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Some of the time,Some of the time,Hardly ever,Hardly ever,Never,Strongly agree,Fully,Don't know,Not many,Quite interested,Unsure,Often,Quite a bit,Somewhat,Somewhat,A little,Not at all,A few times a week,Not at all,No,,,Very uncomfortable,Slightly,Year 8,Non-FSM,Non-SEN,Ethnic minority,No,School B
5,5,4,2,3,3,2,3,1,4,1,1,2,2,1,2,3,3,1,5,1,3,1,2,1,4,2,1,4,1,3,2,3,3,,3,3,1,1,3,1,,2,1,1,1,3,5,,3,1,0,120,4,4,4,5,,3,1,1,0,0,1,0,1,1,0,2,5,2,,,0,,,4,3,4,4,5,2,1,3,2,,1,5,0,0,1,1,3,4,5,5,3,3,1,2,4,4,2,4,4,3,1,,4,2,4,1,2,1,0,,,3,1,,0,0,2,1,5,19,1,9,17,14,,3,,5,,1,0,2,5,3,4,2.75,3,9.75,9,2,,15,5,16,1,1,0,,1,,11,Currently unsure,Not sure,I describe myself in another way,No,I don't know,I don't know,No,2 years old,1 - Completely not true,4,1 - Completely not true,1 - Completely not true,2,2,1,Sometimes,Somewhat like me,Somewhat like me,Not at all like me,All of the time,None of the time,Some of the time,None of the time,Rarely,None of the time,Often,Agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Almost Never,Sometimes,Sometimes,,3,Disagree,Never,Never,Always,Never,,Sometimes,Never,Never,Never,Always,Never,,Disagree,Yes,0 days,Around 2 hours or more,Not often,2 to 3 hours,Several,Yes,Yes,No,No,Yes,No,Yes,Yes,No,A little,5 - Always,2,,,No,,,Very comfortable,Mostly,4,4,5 - Always,2,Yes,Mostly,Somewhat helpful,,Not at all,5 - Not happy or unhappy,No,No,Very safe,Strongly agree,Neither agree nor disagree,Disagree,Strongly disagree,Never,Occasionally,Occasionally,Often or always,Some of the time,Strongly disagree,Fully,Poorer,Unsure,Very interested,Mostly,Often,,Quite a bit,A little,Quite a bit,Not at all,1-3 times in last 6 months,Not at all,No,,,Comfortable,Not at all,,Non-FSM,Non-SEN,White British,Yes,School E
4,2,5,3,2,1,1,9,,2,3,4,1,4,5,1,,2,5,4,1,5,1,3,3,1,2,3,2,,1,1,3,,4,10,5,1,,1,3,3,3,1,,2,,3,3,2,0,3,30,3,3,7,5,6,2,1,0,1,0,0,0,1,1,1,2,5,5,1,1,,,,,4,,2,1,5,0,,,,2,,1,2,5,3,5,3,2,1,3,2,4,2,4,2,1,,2,3,3,5,4,3,1,2,3,2,1,3,1,,1,10,1,0,2,0,1,,5,,18,,,10,,3,5,0,90,3,6,2,,,2,,9,2,12,,,,1,1,0,,3,13,8,I describe myself in another way,No,Currently unsure,Unsure,No,Yes,Yes,8 years old,,2,3,4,1 - Completely not true,4,5,Almost never,,A little like me,Very much like me,Often,None of the time,All of the time,None of the time,Some of the time,Some of the time,None of the time,Agree,Disagree,Agree,,Strongly agree,Never,Sometimes,,Fairly Often,10 - Very happy,Prefer not to say,Never,,Never,Always,Always,Always,Never,,Sometimes,,Occasionally,Disagree,Agree,No,3 days,Around 30 minutes,Sometimes,1 to 2 hours,Limited,Yes,No,Yes,No,No,No,Yes,Yes,Yes,A little,5 - Always,5 - Always,1 - Never,1 - Never,,,,,Fully,,2,1 - Never,5 - Always,No,,,,Slightly,,Yes,Unsure,Don't know,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Agree,Often or always,Occasionally,Some of the time,Hardly ever,Some of the time,Strongly disagree,Slightly,Richer,,A little interested,Mostly,Rarely,A lot,Quite a bit,Somewhat,Not at all,1-3 times in last 6 months,4+ times in last 6 months,1-3 times in last 6 months,Yes,Mostly,Not helpful,,Not at all,Year 10,FSM,Non-SEN,White British,No,School A
4,3,2,3,2,3,2,12,3,5,,5,5,2,6,,4,4,1,1,3,4,4,4,5,3,2,1,3,2,4,3,,5,3,0,4,3,1,2,1,3,2,3,3,1,,1,4,3,0,4,120,5,9,2,1,3,1,1,1,1,0,0,0,0,1,0,1,5,3,,2,0,,,4,4,4,3,2,5,1,2,1,,3,10,1,2,,1,5,2,2,3,,5,2,4,2,4,3,4,4,1,2,3,1,,5,3,1,3,1,2,3,,2,8,1,1,1,1,3,,6,,24,13,,0,,1,3,0,480,1,0,1,4,1.5,3,8.5,13,1,,14,10,,1,3,1,,2,,8,I describe myself in another way,Prefer not to say,Gay/lesbian,Unsure,No,I don't know,No,11 years old,3,5 - Completely true,,5 - Completely true,5 - Completely true,2,6,,Mostly like me,Mostly like me,Not at all like me,None of the time,Some of the time,Often,Often,Often,All of the time,Some of the time,Agree,Strongly agree,Disagree,Agree,Strongly disagree,Sometimes,,Very Often,Sometimes,0 - Very unhappy,Strongly disagree,Always,Never,Sometimes,Never,Always,Sometimes,Always,Always,Never,,Often or always,Strongly disagree,Disagree,No,4 days,Around 2 hours or more,Almost never,7 hours or more,None ,Yes,Yes,Yes,No,No,No,No,Yes,No,Not at all,5 - Always,3,,2,No,,,Very comfortable,Fully,4,3,2,5 - Always,Yes,Slightly,Not helpful,,Mostly,10 - Very happy,Yes,Unsure,,Strongly agree,Strongly disagree,Agree,Agree,Occasionally,,Never,Some of the time,Hardly ever,Agree,Fully,About the same,Unsure,Very interested,Not at all,Sometimes,Somewhat,Not at all,,A lot,4+ times in last 6 months,Not at all,4+ times in last 6 months,Yes,Slightly,Very helpful,,Slightly,Year 8,FSM,SEN,Ethnic minority,Yes,School C
2,1,5,3,2,3,2,4,3,4,3,1,2,5,8,1,2,1,1,4,4,4,2,5,,2,3,3,1,2,1,4,4,1,5,11,2,3,1,2,3,1,1,1,1,3,2,4,2,1,,4,30,2,1,,8,2,4,0,0,0,0,1,1,0,1,0,4,5,4,4,3,1,3,2,,3,3,3,5,,0,,,3,2,,0,2,5,4,1,2,,5,,4,3,1,1,1,2,3,3,4,1,4,2,3,,4,4,1,0,,,1,1,10,0,1,,1,5,22,8,5,,15,6,,12,4,7,,120,4,8,4,2.75,3,1,6.75,7,4,16,,,,1,4,0,11,1,,6,Boy,Yes,Currently unsure,Unsure,No,I don't know,No,3 years old,3,4,3,1 - Completely not true,2,5 - Completely true,8,Almost never,A little like me,Not at all like me,Not at all like me,Often,Often,Often,Rarely,All of the time,,Rarely,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Fairly Often,Fairly Often,Never,Very Often,Prefer not to say,Agree,Always,Never,Sometimes,Always,Never,Never,Never,Never,Always,Sometimes,Hardly ever,Agree,Strongly agree,,4 days,Around 30 minutes,Often,None,Lots,No,No,No,No,Yes,Yes,No,Yes,No,Quite a bit,5 - Always,4,4,3,Yes,Mostly,Somewhat helpful,,Mostly,3,3,5 - Always,,No,,,Comfortable,Slightly,,No,Unsure,Don't know,Disagree,Strongly agree,Agree,,Never,,Hardly ever,Occasionally,Often or always,Strongly agree,Not at all,Poorer,A lot,Quite interested,Fully,Often,Quite a bit,A little,Somewhat,,A few times a week,A few times a week,Not at all,No,,,Very uncomfortable,Not at all,Year 10,Non-FSM,SEN,,Yes,School E
2,2,6,1,2,2,2,10,4,4,2,2,4,4,3,5,5,4,3,2,4,3,5,1,5,2,1,4,,4,4,3,1,4,3,1,1,2,1,3,3,3,1,2,2,2,1,5,1,2,1,6,30,1,3,9,4,9,4,0,1,0,1,1,1,1,0,1,2,1,4,2,1,1,4,2,,4,1,5,,5,1,4,2,,2,3,1,1,3,5,4,4,2,5,4,,2,5,2,3,1,2,3,1,3,1,1,1,3,1,1,4,1,2,1,,3,10,1,0,1,0,2,20,3,17,22,,11,1,10,5,7,1,180,5,6,4,3.25,3.25,1.5,8,12,2,8,,3,11.3333333333333,1,3,0,6.5,3,6,9,Boy,No,Prefer not to say,Yes,No,No,No,9 years old,4,4,2,2,4,4,3,Always,Very much like me,Mostly like me,Somewhat like me,Rarely,Often,Some of the time,All of the time,None of the time,All of the time,Rarely,Strongly agree,Strongly disagree,,Strongly disagree,Strongly disagree,Sometimes,Never,Fairly Often,Sometimes,1,Strongly agree,Sometimes,Never,Always,Always,Always,Never,Sometimes,Sometimes,Sometimes,Never,Never,Strongly agree,Agree,Yes,6 days,Around 30 minutes,Almost always,1 to 2 hours,Lots,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,A little,1 - Never,4,2,1 - Never,Yes,Fully,Somewhat helpful,,Fully,1 - Never,5 - Always,,5 - Always,Yes,Fully,Somewhat helpful,,Slightly,3,Yes,Yes,Fairly unsafe,Strongly disagree,Disagree,Disagree,Agree,Never,Hardly ever,,Some of the time,Never,Agree,Mostly,Richer,Quite a few,Quite interested,Not at all,Rarely,Not at all,Not at all,Not at all,Somewhat,Not at all,Not at all,A few times a week,Yes,Slightly,Not helpful,,Mostly,Year 10,FSM,Non-SEN,Ethnic minority,No,School B
3,5,4,2,2,1,2,2,2,,4,4,2,2,2,5,4,5,2,4,1,2,1,1,1,4,,3,1,3,3,4,2,1,4,10,5,1,2,1,2,2,,1,1,2,1,3,2,4,1,4,120,4,6,6,8,6,3,,,,,,,,,,2,3,1,,5,1,4,3,,2,2,5,4,2,1,1,2,,4,4,0,1,3,3,1,4,1,4,,2,2,3,4,2,1,4,2,,1,3,1,1,1,2,3,2,1,3,2,,3,,1,0,1,,6,,2,16,14,,7,10,,3,4,1,480,2,3,3,4,1.75,2.75,8.5,11,2,,13,4,17.3333333333333,1,1,0,,1,6,8,Non-binary,Not sure,I describe myself in another way,No,No,Yes,No,1 year old,2,,4,4,2,2,2,Always,Mostly like me,Very much like me,A little like me,Often,None of the time,Rarely,None of the time,None of the time,None of the time,Often,,Disagree,Strongly agree,Disagree,Disagree,Fairly Often,Almost Never,Never,Fairly Often,10 - Very happy,Prefer not to say,Never,Sometimes,Never,Sometimes,Sometimes,,Never,Never,Sometimes,Never,Occasionally,Agree,Strongly disagree,Yes,4 days,Around 2 hours or more,Not often,4 to 5 hours,Several,,,,,,,,,,A little,3,1 - Never,,5 - Always,Yes,Fully,Very helpful,,Slightly,2,5 - Always,4,2,Yes,Not at all,Somewhat helpful,,Fully,4,No,Yes,Fairly unsafe,Neither agree nor disagree,Strongly agree,Disagree,Strongly agree,Hardly ever,,Some of the time,Some of the time,Occasionally,Strongly disagree,Slightly,Richer,Unsure,A little interested,,Often,Somewhat,Not at all,Not at all,Not at all,1-3 times in last 6 months,4+ times in last 6 months,1-3 times in last 6 months,Yes,Mostly,Somewhat helpful,,Mostly,,FSM,Non-SEN,Ethnic minority,,School F
1,4,3,1,3,1,1,10,5,3,2,,2,4,10,5,1,1,4,5,5,4,5,2,1,4,3,3,3,1,3,4,3,2,5,8,1,3,,2,3,,2,2,1,1,2,4,2,3,,,90,5,7,6,9,3,3,1,1,0,0,1,1,0,1,0,5,5,5,1,5,0,,,3,1,5,5,3,1,0,,,2,3,2,1,2,2,5,5,5,5,1,5,4,3,1,4,4,3,2,,2,2,,3,,4,3,1,1,0,,,1,1,8,0,0,2,1,2,,10,11,26,12,8,8,,4,5,,,1,2,3,3,2,1,6,9,5,16,14,2,7.66666666666666,1,1,1,,2,,10,Girl,I describe myself in another way,Heterosexual/straight,Yes,I don't know,Yes,Yes,9 years old,5 - Completely true,3,2,,2,4,10 - completely,Always,Not at all like me,Not at all like me,Mostly like me,All of the time,All of the time,Often,All of the time,Rarely,None of the time,Often,Disagree,Disagree,Disagree,Strongly agree,Disagree,Fairly Often,Sometimes,Almost Never,Very Often,8,Strongly agree,Always,,Sometimes,Always,,Sometimes,Sometimes,Never,Never,Sometimes,Hardly ever,Agree,Disagree,,,Around 1.5 hours,Almost never,5 to 6 hours,Several,Yes,Yes,No,No,Yes,Yes,No,Yes,No,A lot,5 - Always,5 - Always,1 - Never,5 - Always,No,,,Comfortable,Not at all,5 - Always,5 - Always,3,1 - Never,No,,,Uncomfortable,Mostly,2,Yes,Unsure,Fairly safe,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Often or always,Never,Hardly ever,Occasionally,Often or always,Strongly disagree,Fully,About the same,Quite a few,,Slightly,Sometimes,,Somewhat,,Quite a bit,4+ times in last 6 months,Not at all,Not at all,No,,,Very uncomfortable,Not at all,Year 8,Non-FSM,Non-SEN,White British,Yes,School B
,2,2,,1,1,2,1,,5,2,3,5,3,8,2,3,1,1,3,4,5,4,5,2,3,1,4,3,3,4,4,5,,2,2,4,3,2,3,1,3,3,2,,2,1,2,4,1,1,0,30,2,7,8,6,6,1,0,0,1,1,1,0,1,0,1,1,4,4,4,2,1,4,3,,1,2,1,5,4,0,,,1,4,9,,2,5,,4,1,5,4,1,1,2,3,2,3,1,2,,5,3,2,5,5,4,2,3,4,1,,1,,4,8,1,0,2,1,4,,8,7,26,10,,2,,2,5,1,0,4,2,1,4,1,,,12,1,14,12,9,,1,3,0,,3,16,6,,No,Gay/lesbian,,Yes,Yes,No,Under 1 year old,,5 - Completely true,2,3,5 - Completely true,3,8,Sometimes,Somewhat like me,Not at all like me,Not at all like me,Some of the time,Often,All of the time,Often,All of the time,Rarely,Some of the time,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Fairly Often,Very Often,,Almost Never,2,Strongly disagree,Always,Sometimes,Always,Never,Always,Always,Sometimes,,Sometimes,Never,Some of the time,Strongly disagree,Strongly agree,Yes,0 days,Around 30 minutes,Often,5 to 6 hours,None ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Not at all,4,4,4,2,Yes,Fully,Very helpful,,Not at all,2,1 - Never,5 - Always,4,No,,,Very uncomfortable,Fully,9,,Unsure,Don't know,,Disagree,Strongly agree,Strongly disagree,Hardly ever,Often or always,Often or always,Some of the time,Occasionally,Agree,Mostly,Richer,Quite a few,,Unsure,Rarely,A little,A lot,A lot,Quite a bit,1-3 times in last 6 months,4+ times in last 6 months,A few times a week,Yes,,Not helpful,,Fully,Year 8,FSM,Non-SEN,White British,Yes,School D
