variable,mean,count,school_lab,year_group_lab,gender_lab,fsm_lab,sen_lab,total_pupils,group_n,group_wt_mean,group_wt_std,lower,upper,rag,variable_lab,description
social_score,13.1,10.0,School C,All,Girl,All,All,56.0,5.0,11.785714285714286,0.7994117556870077,10.98630253002728,12.585126041401294,above,Support from friends,The support young people receive from their peers
bully_score,6.9375,16.0,School C,All,Girl,All,All,101.0,7.0,7.435643564356436,0.4935926456231305,6.9420509187333055,7.929236209979567,below,Bullying,The frequency with which young people experience different types of bullying
autonomy_score,17.181818181818183,11.0,School C,All,Boy,All,All,86.0,7.0,18.232558139534884,0.7988301056356281,17.433728033899257,19.03138824517051,below,Autonomy,How 'in control' young people feel of their life
life_satisfaction_score,5.333333333333333,15.0,School C,All,Boy,All,All,126.0,7.0,4.912698412698413,0.3688699959785857,4.543828416719827,5.281568408676999,above,Life satisfaction,How satisfied young people feel with their life
optimism_score,13.285714285714286,14.0,School C,All,Boy,All,All,123.0,7.0,12.113821138211382,0.6125312870999012,11.50128985111148,12.726352425311283,above,Optimism,Young people's hopefulness and confidence for the future
wellbeing_score,21.642857142857142,14.0,School C,All,Boy,All,All,69.0,5.0,21.057971014492754,0.36587821508174717,20.692092799411007,21.4238492295745,above,Psychological wellbeing,How positive and generally happy young people feel regarding their life
esteem_score,13.1,10.0,School C,All,Boy,All,All,76.0,6.0,12.618421052631579,0.6912378513793735,11.927183201252205,13.309658904010952,average,Self-esteem,How much young people value themselves
stress_score,8.5,12.0,School C,All,Boy,All,All,106.0,7.0,8.358490566037736,0.4978692389630312,7.860621327074704,8.856359805000766,average,Stress and coping,Managing stress levels and coping with difficulties
appearance_score,4.733333333333333,15.0,School C,All,Boy,All,All,124.0,7.0,4.548387096774194,0.8295929634927736,3.7187941332814205,5.377980060266967,average,Feelings around appearance,Young people's feelings around the way that they look
negative_score,9.916666666666666,12.0,School C,All,Boy,All,All,75.0,6.0,9.6,0.6620075288499128,8.937992471150087,10.262007528849912,average,Negative affect,The frequency with which young people experience emotional difficulties
lonely_score,2.8823529411764706,17.0,School C,All,Boy,All,All,133.0,7.0,2.8496240601503757,0.29819512798755904,2.5514289321628167,3.1478191881379347,average,Loneliness,How often young people feel lonely
support_score,4.375,16.0,School C,All,Boy,All,All,125.0,7.0,5.16,0.3954637638513369,4.764536236148663,5.555463763851337,below,Supporting own wellbeing,Young people's knowledge on supporting themselves and looking for advice
sleep_score,0.375,16.0,School C,All,Boy,All,All,129.0,7.0,0.4728682170542636,0.09324093753613986,0.3796272795181237,0.5661091545904035,below,Sleep,How much sleep young people get
physical_score,355.7142857142857,14.0,School C,All,Boy,All,All,121.0,7.0,226.36363636363637,64.27044238327326,162.0931939803631,290.6340787469096,above,Physical activity,How physically active young people are
free_like_score,0.4666666666666667,15.0,School C,All,Boy,All,All,130.0,7.0,0.37692307692307686,0.06956910947904353,0.3073539674440333,0.4464921864021204,above,Free time,How often young people can do things that they like in their free time
media_score,4.0,17.0,School C,All,Boy,All,All,134.0,7.0,3.6940298507462686,0.5560196610474591,3.1380101896988095,4.250049511793728,average,Social media use,How much time young people spend on social media
places_score,0.3529411764705882,17.0,School C,All,Boy,All,All,132.0,7.0,0.4772727272727273,0.11709446761543044,0.3601782596572969,0.5943671948881577,below,Places to go and things to do,Whether young people feel there are places to go and things to do in their free time
staff_talk_score,2.671875,16.0,School C,All,Boy,All,All,131.0,7.0,2.5477099236641223,0.20557391164714714,2.342136012016975,2.7532838353112696,average,,
home_talk_score,2.6911764705882355,17.0,School C,All,Boy,All,All,126.0,7.0,2.617063492063492,0.12101411252394106,2.496049379539551,2.738077604587433,average,,
peer_talk_score,2.84375,16.0,School C,All,Boy,All,All,128.0,7.0,2.599609375,0.22601357577059678,2.3735957992294034,2.8256229507705966,above,,
talk_score,8.633333333333333,15.0,School C,All,Boy,All,All,113.0,7.0,7.780973451327434,0.4126516779385687,7.368321773388865,8.193625129266003,above,Talking about feelings,How positively/negatively young people feel about talking with others about feeling down
accept_score,9.666666666666666,15.0,School C,All,Boy,All,All,119.0,7.0,10.07563025210084,0.6011618345455068,9.474468417555332,10.676792086646348,average,Acceptance,Whether young people feel accepted by different groups of people in their life
school_belong_score,2.7333333333333334,15.0,School C,All,Boy,All,All,121.0,7.0,3.049586776859504,0.3168066860307501,2.732780090828754,3.366393462890254,average,School connection,Feelings of belonging at school
staff_relationship_score,11.4375,16.0,School C,All,Boy,All,All,116.0,7.0,12.068965517241379,0.48716694816436157,11.581798569077018,12.55613246540574,below,Support from staff,The support received from adults at school
home_relationship_score,13.076923076923077,13.0,School C,All,Boy,All,All,110.0,7.0,12.127272727272727,0.531977139631569,11.595295587641157,12.659249866904297,above,Support from parents/carers,The support received from adults at home
home_happy_score,5.470588235294118,17.0,School C,All,Boy,All,All,122.0,7.0,4.868852459016393,0.4767993910300156,4.392053067986378,5.3456518500464085,above,Home environment,Young people's feelings regarding the home that they live in
local_env_score,,,School C,All,Boy,All,All,39.0,3.0,14.991452991452993,0.5113396164227895,14.480113375030204,15.502792607875783,nan,Local environment,How young people feel regarding the area where they live
discrim_score,1.0,17.0,School C,All,Boy,All,All,136.0,7.0,1.0,0.0,1.0,1.0,below,Discrimination,Whether young people feel discriminated against
belong_local_score,0.375,16.0,School C,All,Boy,All,All,130.0,7.0,0.46153846153846156,0.07268726668433564,0.3888511948541259,0.5342257282227972,below,Local connection,Young people's feelings of belonging in their local area
wealth_score,0.2666666666666666,15.0,School C,All,Boy,All,All,99.0,7.0,0.2727272727272727,0.05877244916118427,0.21395482356608844,0.331499721888457,average,Relative wealth,"Whether young people feel their family is richer, poorer or the same as their friends"
future_score,,,School C,All,Boy,All,All,,,,,,,nan,Future opportunities,"How young people feel regarding the future options for work, education or training in their local area"
climate_score,0.4117647058823529,17.0,School C,All,Boy,All,All,132.0,7.0,0.45454545454545453,0.13206808255742966,0.32247737198802484,0.5866135371028842,average,Climate change,Worries regarding climate change
social_score,11.833333333333334,12.0,School C,All,Boy,All,All,76.0,6.0,11.513157894736842,0.7054914831725728,10.80766641156427,12.218649377909415,average,Support from friends,The support young people receive from their peers
bully_score,7.411764705882353,17.0,School C,All,Boy,All,All,132.0,7.0,7.484848484848484,0.1769856328228011,7.307862852025683,7.661834117671286,average,Bullying,The frequency with which young people experience different types of bullying
autonomy_score,17.2972972972973,37.0,School C,All,All,FSM,All,234.0,7.0,18.273504273504273,0.733754935435972,17.5397493380683,19.007259208940244,below,Autonomy,How 'in control' young people feel of their life
life_satisfaction_score,5.08,50.0,School C,All,All,FSM,All,343.0,7.0,5.058309037900875,0.400896886622208,4.657412151278667,5.459205924523083,average,Life satisfaction,How satisfied young people feel with their life
optimism_score,12.61111111111111,54.0,School C,All,All,FSM,All,356.0,7.0,12.182584269662922,0.35658753073497196,11.82599673892795,12.539171800397893,above,Optimism,Young people's hopefulness and confidence for the future
wellbeing_score,21.476190476190474,42.0,School C,All,All,FSM,All,262.0,7.0,20.916030534351144,0.4117638337275513,20.504266700623592,21.327794368078695,above,Psychological wellbeing,How positive and generally happy young people feel regarding their life
esteem_score,11.852941176470589,34.0,School C,All,All,FSM,All,221.0,7.0,12.57918552036199,0.40756878453746676,12.171616735824523,12.986754304899458,below,Self-esteem,How much young people value themselves
stress_score,7.368421052631579,38.0,School C,All,All,FSM,All,285.0,7.0,7.989473684210527,0.41099748753953513,7.578476196670992,8.400471171750063,below,Stress and coping,Managing stress levels and coping with difficulties
appearance_score,4.86,50.0,School C,All,All,FSM,All,348.0,7.0,4.755747126436781,0.33965650202680286,4.4160906244099785,5.095403628463584,average,Feelings around appearance,Young people's feelings around the way that they look
negative_score,10.178571428571429,28.0,School C,All,All,FSM,All,194.0,7.0,10.082474226804123,0.4614248562694392,9.621049370534685,10.543899083073562,average,Negative affect,The frequency with which young people experience emotional difficulties
lonely_score,3.037735849056604,53.0,School C,All,All,FSM,All,375.0,7.0,2.978666666666667,0.3384846756744194,2.6401819909922475,3.317151342341086,average,Loneliness,How often young people feel lonely
support_score,5.183673469387755,49.0,School C,All,All,FSM,All,344.0,7.0,5.1104651162790695,0.23634411373713649,4.8741210025419335,5.346809230016206,average,Supporting own wellbeing,Young people's knowledge on supporting themselves and looking for advice
sleep_score,0.5384615384615384,52.0,School C,All,All,FSM,All,359.0,7.0,0.49025069637883006,0.049580168727408225,0.44067052765142184,0.5398308651062382,average,Sleep,How much sleep young people get
physical_score,318.9130434782609,46.0,School C,All,All,FSM,All,316.0,7.0,270.6645569620253,30.448140006225298,240.2164169558,301.1126969682506,above,Physical activity,How physically active young people are
free_like_score,0.5098039215686274,51.0,School C,All,All,FSM,All,365.0,7.0,0.39452054794520547,0.06208873839146141,0.3324318095537441,0.45660928633666686,above,Free time,How often young people can do things that they like in their free time
media_score,3.811320754716981,53.0,School C,All,All,FSM,All,376.0,7.0,3.867021276595745,0.15877408891250505,3.7082471876832397,4.02579536550825,average,Social media use,How much time young people spend on social media
places_score,0.4528301886792453,53.0,School C,All,All,FSM,All,373.0,7.0,0.48257372654155495,0.08117715825161868,0.40139656828993625,0.5637508847931736,average,Places to go and things to do,Whether young people feel there are places to go and things to do in their free time
staff_talk_score,2.5245098039215685,51.0,School C,All,All,FSM,All,360.0,7.0,2.5104166666666665,0.18596193555806095,2.3244547311086055,2.6963786022247276,average,,
home_talk_score,2.5047169811320757,53.0,School C,All,All,FSM,All,345.0,7.0,2.4239130434782608,0.08545009450990475,2.338462948968356,2.5093631379881653,average,,
peer_talk_score,2.367647058823529,51.0,School C,All,All,FSM,All,361.0,7.0,2.53393351800554,0.12187896496461377,2.4120545530409263,2.6558124829701537,below,,
talk_score,7.691489361702128,47.0,School C,All,All,FSM,All,316.0,7.0,7.4770569620253164,0.31605108975463747,7.161005872270679,7.793108051779954,average,Talking about feelings,How positively/negatively young people feel about talking with others about feeling down
accept_score,10.127659574468083,47.0,School C,All,All,FSM,All,328.0,7.0,9.920731707317072,0.4626633243045016,9.45806838301257,10.383395031621575,average,Acceptance,Whether young people feel accepted by different groups of people in their life
school_belong_score,2.6666666666666665,45.0,School C,All,All,FSM,All,343.0,7.0,2.924198250728863,0.14949002028701636,2.774708230441847,3.0736882710158793,below,School connection,Feelings of belonging at school
staff_relationship_score,11.717391304347826,46.0,School C,All,All,FSM,All,320.0,7.0,11.8875,0.19468103007673895,11.69281896992326,12.082181030076738,average,Support from staff,The support received from adults at school
